person_id,spouse_id,marriage_id,union_status,m_number,is_old_style,m_day,m_month,m_year,church_id,place_id,m_admin_division,m_civil_place_details,m_civil_place_address,date_sort
2,3,M_2_3_1,1,1,,22,5,1982,,RU_NEFT,Ханти-Мансійський автономний округ / Тюменська область / РРФСР / СРСР,Відділ реєстрації актів цивільного стану,"1-й мікрорайон, буд. 23",1982-05-22
2,3,M_2_3_1,,1,,31,7,1994,UA_SAM_POK,UA_SAM,Львівська область / Україна,,,1994-07-31
3,2,M_3,1,1,,,,,,,,,,
4,,M_4_1,1,1,,,,,,,,,,
4,5,M_4_2,2,,,,,1948,,,,,,1948-00-00
4,5,M_4_2,1,2,,,,,,,,,,1964-00-00
5,4,M_5,1,1,,,,,,,,,,
6,,M_6_1,2,,,,,,,,,,,
6,7,M_6_2,1,1,,14,12,1945,,UA_DUB,Дублянський район / Дрогобицька область / УРСР / СРСР,Відділ реєстрації актів цивільного стану,,1945-12-14
7,6,M_7,1,1,,,,,,,,,,
8,9,M_8,,1,,,,1900-1902,,,,,,1900-00-00
9,8,M_9,,1,,,,,,,,,,
10,11,M_10,,1,1,31,1,1914,RU_BAB_MYK,RU_BAB,Домославська волость / Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1914-01-31
11,10,M_11,,1,,,,,,,,,,
12,,M_12_1,,1,1,7,1,1902,,,,,,1902-01-07
12,13,M_12_2,,2,1,9,4,1906,RU_LEL_TRI,RU_LEL,Лелечівська волость / Єгор'євський повіт / Рязанська губернія / Російська імперія,,,1906-04-09
13,12,M_13,,1,,,,,,,,,,
14,15,M_14,,1,,12,9,1920,UA_HOROD_DUH,UA_HOROD,Самбірський повіт / Польська Республіка,,,1920-09-12
15,14,M_15_1,,1,,,,,,,,,,
15,,M_15_2,,2,,,,,,,,,,
15,,M_15_3,,3,,,,,,,,,,
16,17,M_16,,1,1,30,1,1856,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1856-01-30
17,16,M_17,,1,,,,,,,,,,
18,19,M_18_1,,1,,,,,,,,,,
18,,M_18_2,,2,,,,,,,,,,
19,18,M_19,,1,,,,,,,,,,
20,21,M_20,,1,,,,,,,,,,
21,20,M_21,,1,,,,,,,,,,
22,23,M_22,,1,1,30,7,1882,RU_BAB_MYK,RU_BAB,Домославська волость / Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1882-07-30
23,22,M_23,,1,,,,,,,,,,
24,25,M_24,,1,1,1,6,1870,RU_LEL_TRI,RU_LEL,Лелечівська волость / Єгор'євський повіт / Рязанська губернія / Російська імперія,,,1870-06-01
25,24,M_25,,1,,,,,,,,,,
26,27,M_26,,1,1,19,9,1886,RU_LEL_TRI,RU_LEL,Лелечівська волость / Єгор'євський повіт / Рязанська губернія / Російська імперія,,,1886-09-19
27,26,M_27,,1,,,,,,,,,,
28,29,M_28,,1,,19,11,1876,UA_HOROD_DUH,UA_HOROD,Самбірський повіт / Королівство Галичини та Володимирії / Австро-Угорська імперія,,,1876-11-19
29,28,M_29,,1,,,,,,,,,,
30,31,M_30,,1,,8,11,1887,UA_HOROD_DUH,UA_HOROD,Самбірський повіт / Королівство Галичини та Володимирії / Австро-Угорська імперія,,,1887-11-08
31,f31_1,M_31_1,,1,,29,2,1880,,,,,,1880-02-29
31,30,M_31_2,,2,,,,,,,,,,
31,f31_2,M_31_3,,3,,11,2,1909,,,,,,1909-02-11
32,33,M_32,,1,1,18,1,1826,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1826-01-18
33,32,M_33,,1,,,,,,,,,,
34,35,M_34,,1,1,18,1,1833,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1833-01-18
35,34,M_35,,1,,,,,,,,,,
36,37,M_36,,1,1,19,10,1834,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1834-10-19
37,36,M_37,,1,,,,,,,,,,
38,39,M_38,,1,1,21,2,1826,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1826-02-21
39,38,M_39,,1,,,,,,,,,,
40,41,M_40,,1,1,15,2,1850,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1850-02-15
41,40,M_41,,1,,,,,,,,,,
42,43,M_42,,1,1,26,3,1844,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1844-03-26
43,42,M_43,,1,,,,,,,,,,
44,45,M_44,,1,1,31,1,1849,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1849-01-31
45,44,M_45,,1,,,,,,,,,,
46,47,M_46_1,,1,1,25,3,1839,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1839-03-25
46,,M_46_2,,2,1,19,4,1882,,,,,,1882-04-19
47,46,M_47,,1,,,,,,,,,,
48,,M_48_1,,1,1,3,5,1827,,,,,,1827-05-03
48,,M_48_2,,2,1,12,5,1847,,,,,,1847-05-12
48,49,M_48_3,,3,1,24,7,1849,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1849-07-24
49,,M_49_1,,1,1,20,9,1840,,,,,,1840-09-20
49,48,M_49_2,,2,,,,,,,,,,
50,,M_50_1,,1,1,19,9,1837,,,,,,1837-09-19
50,51,M_50_2,,2,1,26,9,1848,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1848-09-26
51,,M_51_1,,1,1,20,9,1844,,,,,,1844-09-20
51,50,M_51_2,,2,,,,,,,,,,
52,,M_52_1,,1,1,1,11,1842,,,,,,1842-11-01
52,53,M_52_2,,2,1,7,1,1844,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1844-01-07
53,52,M_53,,1,,,,,,,,,,
54,55,M_54,,1,1,8,7,1853,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1853-07-08
55,54,M_55,,1,,,,,,,,,,
56,57,M_56,,1,,,,1830-1832,,,,,,1830-00-00
57,56,M_57,,1,,,,,,,,,,
58,59,M_58,,1,,25,11,1838,UA_HOROD_DUH,UA_HOROD,Самбірський округ / Королівство Галичини та Володимирії / Австрійська імперія,,,1838-11-25
59,58,M_59,,1,,,,,,,,,,
60,61,M_60,,1,,,,1858-1859,,,,,,1858-00-00
61,60,M_61,,1,,,,,,,,,,
62,63,M_62,,1,,,,1860-1861,,,,,,1860-00-00
63,62,M_63,,1,,,,,,,,,,
64,65,M_64,,1,1,17,5,1803,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1803-05-17
65,64,M_65,,1,,,,,,,,,,
66,67,M_66,,1,1,20,2,1799,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1799-02-20
67,,M_67_1,,1,1,5,2,1794,,,,,,1794-02-05
67,66,M_67_2,,2,,,,,,,,,,
68,69,M_68,,1,1,6,10,1799,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1799-10-06
69,68,M_69,,1,,,,,,,,,,
70,71,M_70,,1,1,6,10,1809,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1809-10-06
70,,,,,,11,10,1810,,,,,,1810-10-11
71,70,M_71,,1,,,,,,,,,,
72,73,M_72,,1,1,12,11,1811,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1811-11-12
73,72,M_73,,1,,,,,,,,,,
74,75,M_74,,1,1,6,2,1805,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1805-02-06
75,74,M_75,,1,,,,,,,,,,
76,77,M_76,,1,1,1,1,1796,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1796-01-00
77,76,M_77,,1,,,,,,,,,,
78,79,M_78,,1,1,14,1,1798,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1798-01-14
79,78,M_79,,1,,,,,,,,,,
80,81,M_80,,1,1,14,2,1823,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1823-02-14
81,80,M_81,,1,,,,,,,,,,
82,83,M_82,,1,1,6,2,1824,RU_MAT_PRE,RU_MAT,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1824-02-06
83,82,M_83,,1,,,,,,,,,,
84,85,M_84,,1,1,5,2,1808,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1808-02-05
85,84,M_85,,1,,,,,,,,,,
86,87,M_86,,1,1,11,2,1812,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1812-02-11
87,86,M_87,,1,,,,,,,,,,
90,91,M_90,,1,1,30,1,1822,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1822-01-30
91,90,M_91,,1,,,,,,,,,,
92,93,M_92,,1,1,18,7,1820,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1820-07-18
93,92,M_93,,1,,,,,,,,,,
94,95,M_94,,1,1,11,2,1810,RU_OSE_TRI,RU_OSE,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1810-02-11
95,94,M_95,,1,,,,,,,,,,
96,97,M_96,,1,1,21,9,1804,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1804-09-21
97,96,M_97,,1,,,,,,,,,,
98,,M_98_1,,1,,,,,,,,,,
98,99,M_98_2,,2,,,,1811-1816,,,,,,1811-00-00
99,,M_99_1,,1,1,26,4,1797,,,,,,1797-04-26
99,98,M_99_2,,2,,,,,,,,,,
100,101,M_100,,1,1,22,9,1813,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1813-09-22
101,100,M_101,,1,,,,,,,,,,
102,103,M_102,,1,1,18,5,1809,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1809-05-18
103,102,M_103,,1,,,,,,,,,,
104,105,M_104_1,,1,1,3,6,1818,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1818-06-03
104,,M_104_2,,2,,,,,,,,,,
105,104,M_105,,1,,,,,,,,,,
106,107,M_106,,1,1,17,5,1814,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1814-05-17
107,106,M_107,,1,,,,,,,,,,
108,109,M_108,,1,1,23,5,1827,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1827-05-23
109,108,M_109,,1,,,,,,,,,,
110,111,M_110,,1,1,8,1,1832,RU_LEL_TRI,RU_LEL,Єгор’євський повіт / Рязанська губернія / Російська імперія,,,1832-01-08
111,110,M_111,,1,,,,,,,,,,
112,113,M_112,,1,,11,11,1797,UA_NAH_TRI,UA_NAH,Самбірський округ / Королівство Галичини та Володимирії / Габсбурзька монархія,,,1797-11-11
113,112,M_113,,1,,,,,,,,,,
114,115,M_114,,1,,,,1809-1814,,,,,,1809-00-00
115,114,M_115,,1,,,,,,,,,,
116,117,M_116,,1,,15,2,1807,UA_HOROD_DUH,UA_HOROD,Самбірський округ / Королівство Галичини та Володимирії / Австрійська імперія,,,1807-02-15
117,116,M_117,,1,,,,,,,,,,
118,119,M_118_1,,1,,14,7,1798,UA_KUL_FLO,UA_KUL,Самбірський округ / Королівство Галичини та Володимирії / Габсбурзька монархія,,,1798-07-14
118,,M_118_2,,2,,12,6,1821,,,,,,1821-06-12
119,118,M_119,,1,,,,,,,,,,
120,121,M_120_1,,1,,7,11,1832,UA_STU_YUR,UA_STU,Самбірський округ / Королівство Галичини та Володимирії / Австрійська імперія,,,1832-11-07
120,,M_120_2,,2,,,,1852-1853,,,,,,1852-00-00
121,120,M_121,,1,,,,,,,,,,
122,123,M_122,,1,,8,2,1832,UA_STU_YUR,UA_STU,Самбірський округ / Королівство Галичини та Володимирії / Австрійська імперія,,,1832-02-08
123,122,M_123,,1,,,,,,,,,,
124,,M_124_1,,1,,24,11,1822,,,,,,1822-11-24
124,125,M_124_2,,2,,29,10,1825,UA_HORD_DYM,UA_HORD,Самбірський округ / Королівство Галичини та Володимирії / Австрійська імперія,,,1825-10-29
125,124,M_125,,1,,,,,,,,,,
126,127,M_126,,1,,7,2,1839,UA_HOROD_DUH,UA_HOROD,Самбірський округ / Королівство Галичини та Володимирії / Австрійська імперія,,,1839-02-07
127,126,M_127_1,,1,,,,,,,,,,
127,,M_127_2,,2,,10,5,1851,,,,,,1851-05-10
127,,M_127_3,,3,,31,7,1864,,,,,,1864-07-31
127,,M_127_4,,4,,17,10,1882,,,,,,1882-10-17
128,129,M_128,,1,1,8,2,1779,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1779-02-08
129,128,M_129_1,,1,,,,,,,,,,
129,,M_129_2,,2,,,,,,,,,,
130,131,M_130,,1,,,,1773-1778,,,,,,1773-00-00
131,130,M_131,,1,,,,,,,,,,
132,133,M_132,,1,,,,1774-1775,,,,,,1774-00-00
133,132,M_133,,1,,,,,,,,,,
134,285,M_134_1,,1,,,,1738-1741,,,,,,1738-00-00
134,135,M_134_2,,2,,,,1761-1762,,,,,,1761-00-00
135,134,M_135,,1,,,,,,,,,,
136,137,M_136,,1,,,,,,,,,,
137,,M_137_1,,1,1,8,6,1770,,,,,,1770-06-08
137,136,M_137_2,,2,,,,,,,,,,
138,139,M_138,,1,,,,1771-1772,,,,,,1771-00-00
139,138,M_139,,1,,,,,,,,,,
140,141,M_140,,1,1,5,2,1777,RU_KRE_PET,RU_NAZ,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1777-02-05
141,140,M_141,,1,,,,,,,,,,
142,143,M_142,,1,,,,1775-1778,,,,,,1775-00-00
143,142,M_143,,1,,,,,,,,,,
144,145,M_144,,1,1,6,8,1780,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1780-08-06
145,144,M_145,,1,,,,,,,,,,
146,147,M_146,,1,1,13,2,1789,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1789-02-13
147,146,M_147,,1,,,,,,,,,,
148,149,M_148,,1,,,,1786-1790,,,,,,1786-00-00
149,,M_149_1,,1,1,19,2,1777,,,,,,1777-02-19
149,148,M_149_2,,2,,,,,,,,,,
150,151,M_150,,1,1,30,1,1780,RU_KOZ_S_VVE,RU_KOZ_S,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1780-01-30
151,150,M_151,,1,,,,,,,,,,
152,153,M_152,,1,1,6,7,1757,RU_KOZ_S_VVE,RU_KOZ_S,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1757-07-06
153,,M_153_1,,1,1,30,1,1754,,,,,,1754-01-30
153,152,M_153_2,,2,,,,,,,,,,
154,155,M_154,,1,1,19,2,1755,RU_KOZ_S_VVE,RU_KOZ_S,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1755-02-19
155,154,M_155,,1,,,,,,,,,,
156,157,M_156,,1,,,,,,,,,,
157,156,M_157,,1,,,,,,,,,,
158,,M_158_1,,1,1,26,1,1759,,,,,,1759-01-26
158,159,M_158_2,,2,,,,,,,,,,
159,158,M_159,,1,,,,,,,,,,
160,161,M_160,,1,1,27,5,1795,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1795-05-27
161,160,M_161,,1,,,,,,,,,,
162,163,M_162,,1,1,16,2,1803,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Тверська губернія / Російська імперія,,,1803-02-16
163,162,M_163,,1,,,,,,,,,,
164,165,M_164,,1,,,,1785,RU_MAT_PRE,RU_MAT,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1785-00-00
165,164,M_165,,1,,,,,,,,,,
166,167,M_166,,1,,,2,1789,RU_OSE_VOS,RU_OSE,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1789-02-00
167,166,M_167,,1,,,,,,,,,,
168,169,M_168,,1,1,2,2,1776,RU_OSE_VOS,RU_OSE,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1776-02-02
169,168,M_169,,1,,,,,,,,,,
170,171,M_170,,1,1,2,2,1774,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1774-02-02
171,170,M_171,,1,,,,,,,,,,
172,173,M_172,,1,,,2,1789,RU_OSE_VOS,RU_OSE,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1789-00-00
173,172,M_173,,1,,,,,,,,,,
174,175,M_174,,1,,,,1787-1791,,,,,,1787-00-00
175,174,M_175,,1,,,,,,,,,,
180,181,M_180,,1,,,,1785-1786,,,,,,1785-00-00
181,180,M_181,,1,,,,,,,,,,
182,,M_182_1,,1,,,,,,,,,,
182,183,M_182_2,,2,,,,,,,,,,
183,182,M_183,,1,,,,,,,,,,
184,185,M_184,,1,,,,,,,,,,
185,184,M_185,,1,,,,,,,,,,
186,187,M_186,,1,1,17,2,1784,RU_OSE_VOS,RU_OSE,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1784-02-17
187,186,M_187,,1,,,,,,,,,,
188,189,M_188,,1,1,11,1,1785,RU_OSE_VOS,RU_OSE,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1785-01-11
189,188,M_189,,1,,,,,,,,,,
190,191,M_190,,1,1,17,1,1776,RU_OSE_VOS,RU_OSE,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1776-01-17
191,190,M_191,,1,,,,,,,,,,
192,,M_192_1,,1,1,30,6,1750,,,,,,1750-06-30
192,193,M_192_2,,2,1,31,1,1770,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1770-01-31
193,192,M_193,,1,,,,,,,,,,
194,195,M_194,,1,,,,,,,,,,
195,194,M_195,,1,,,,,,,,,,
196,197,M_196,,1,1,31,5,1751,RU_VOR_RIZ_B,,,,,1751-05-31
197,196,M_197,,1,,,,,,,,,,
198,,M_198_1,,1,,,,,,,,,,
198,199,M_198_2,,2,,,,,,,,,,
199,198,M_199,,1,,,,,,,,,,
200,201,M_200,,1,1,26,5,1770,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1770-05-26
201,200,M_201,,1,,,,,,,,,,
202,,M_202_1,,1,1,1,10,1783,,,,,,1783-10-01
202,203,M_202_2,,2,1,25,4,1795,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1795-04-25
203,202,M_203,,1,,,,,,,,,,
204,,M_204_1,,1,,,,,,,,,,
204,205,M_204_2,,2,1,16,5,1782,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1782-05-16
205,204,M_205,,1,,,,,,,,,,
206,,M_206_1,,1,1,4,10,1780,,,,,,1780-10-04
206,207,M_206_2,,2,1,21,1,1792,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1792-01-21
207,206,M_207,,1,,,,,,,,,,
208,209,M_208,,1,1,14,1,1784,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1784-01-19
209,208,M_209,,1,,,,,,,,,,
210,211,M_210,,1,1,2,7,1789,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1789-07-02
211,210,M_211,,1,,,,,,,,,,
212,,M_212_1,,1,1,12,6,1755,,,,,,1755-06-12
212,213,M_212_2,,2,1,25,4,1795,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1795-04-25
213,,M_213_1,,1,,,,,,,,,,
213,212,M_213_2,,2,,,,,,,,,,
